object_id,title_zh,title_en,time_period,dynasty_id,type,material,description,dimensions,museum_id,location_id,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,image_validated,last_updated,created_at,type_zh,material_zh,description_zh,artist_zh,artist
5666,公鸡,Rooster,100 BCE-200 CE,9,Sculpture,Low-fired ceramic with green lead-glaze,Low-fired ceramic with green lead-glaze,"H. 7 1/8 in x W. 6 1/2 in, H. 18.0 cm x W. 16.5 cm",2,,https://searchcollection.asianart.org/objects/2450/rooster?ctx=8a0e13ad5e797e0055d5724998449c6538b21d37&idx=1271,https://searchcollection.asianart.org/internal/media/dispatcher/29334/preview,,Gift of Joe Yuey in honor of Mrs. Marjorie Bissinger Seller,B87P6,2026-06-03,1,,,雕塑,绿铅釉低烧陶瓷,绿铅釉低烧陶瓷,,
5667,带有莲花脊的罐子,Jar with lotus ridges,386-581,13,Ceramics,High-fired ceramic with crackled glaze,High-fired ceramic with crackled glaze,"H. 1 1/2 in x Diam. 2 3/4 in, H. 3.2 cm x Diam. 7 cm",2,,https://searchcollection.asianart.org/objects/2462/jar-with-lotus-ridges?ctx=db8b6097efec715cd68133c87b3a60632339d36e&idx=1281,https://searchcollection.asianart.org/internal/media/dispatcher/21425/preview,,The Avery Brundage Collection,B62P214,2026-06-03,1,,,陶瓷,釉面有裂纹的高温陶瓷,釉面有裂纹的高温陶瓷,,
5668,杯子，一对中的一个,"Cup, one of a pair",1850-1949,27,Ceramics,Porcelain with mould-pressed decoration under white glaze,Porcelain with mould-pressed decoration under white glaze,"H. 1 7/8 in x Diam. 3 3/4 in, H. 4.8 cm x Diam. 9.5 cm",2,,https://searchcollection.asianart.org/objects/2479/cup-one-of-a-pair?ctx=c5fc3e7934f524d7b6596b84e40402603809de02&idx=1295,https://searchcollection.asianart.org/internal/media/dispatcher/18595/preview,,The Avery Brundage Collection,B60P2039,2026-06-03,1,,,陶瓷,白釉下模压装饰的瓷器,白釉下模压装饰的瓷器,,
5669,杯子，一对中的一个,"Cup, one of a pair",1850-1949,27,Ceramics,Porcelain with mould-pressed decoration under white glaze,Porcelain with mould-pressed decoration under white glaze,"H. 1 7/8 in x Diam. 3 3/4 in, H. 4.8 cm x Diam. 9.5 cm",2,,https://searchcollection.asianart.org/objects/2480/cup-one-of-a-pair?ctx=1570c1dd58b8c2208171ceeeba5e5e5a0b4ad38a&idx=1296,https://searchcollection.asianart.org/internal/media/dispatcher/18597/preview,,The Avery Brundage Collection,B60P2040,2026-06-03,1,,,陶瓷,白釉下模压装饰的瓷器,白釉下模压装饰的瓷器,,
5670,带有花卉图案的盘子,Plate with flower design,1522-1566,26,Ceramics,Porcelain with incised decoration under glaze,Porcelain with incised decoration under glaze,"H. 1 1/2 in x Diam. 6 1/8 in, H. 3.8 cm x Diam. 15.6 cm",2,,https://searchcollection.asianart.org/objects/2485/plate-with-flower-design?ctx=1570c1dd58b8c2208171ceeeba5e5e5a0b4ad38a&idx=1300,https://searchcollection.asianart.org/internal/media/dispatcher/18632/preview,,The Avery Brundage Collection,B60P2063,2026-06-03,1,,,陶瓷,釉下有雕刻装饰的瓷器,釉下有雕刻装饰的瓷器,,
5671,仪式器皿（一套三件中的一件）,Ritual vessel (one of a set of three),1785,27,Ceramics,Porcelain with glaze,Porcelain with glaze,"H. 8 1/4 in x Diam. 11 in, H. 21 cm x Diam. 27.9 cm",2,,https://searchcollection.asianart.org/objects/2494/ritual-vessel-one-of-a-set-of-three?ctx=1570c1dd58b8c2208171ceeeba5e5e5a0b4ad38a&idx=1306,https://searchcollection.asianart.org/internal/media/dispatcher/16228/preview,,The Avery Brundage Collection,B60P40+,2026-06-03,1,,,陶瓷,釉面瓷器,釉面瓷器,,
5672,带有许愿棒的花瓶,Vase with wish-granting wands,1662-1722,27,Ceramics,Porcelain with overglaze multicolor decoration,Porcelain with overglaze multicolor decoration,"H. 15 1/4 in x Diam. 7 3/8 in, H. 38.7 cm x Diam. 18.7 cm",2,,https://searchcollection.asianart.org/objects/2501/vase-with-wishgranting-wands?ctx=3d4ce59a095cbf5d87383528d758b2fdc37bf7c4&idx=1312,https://searchcollection.asianart.org/internal/media/dispatcher/16233/preview,,The Avery Brundage Collection,B60P45,2026-06-03,1,,,陶瓷,釉上彩瓷,釉上彩瓷,,
5673,花中有龙的碗,Bowl with dragons amid flowers,1821-1850,27,Ceramics,Porcelain with polychrome underglaze and overglaze decoration,Porcelain with polychrome underglaze and overglaze decoration,"H. 2 7/8 in x Diam. 5 3/4 in, H. 7.3 cm x Diam. 14.6 cm",2,,https://searchcollection.asianart.org/objects/2512/bowl-with-dragons-amid-flowers?ctx=3d4ce59a095cbf5d87383528d758b2fdc37bf7c4&idx=1319,https://searchcollection.asianart.org/internal/media/dispatcher/17450/preview,,The Avery Brundage Collection,B60P1449,2026-06-03,1,,,陶瓷,彩釉内外饰瓷器,彩釉内外饰瓷器,,
5674,碗与十八罗汉,Bowl with the eighteen luohans,1821-1850,27,Ceramics,Porcelain with polychrome decoration,Porcelain with polychrome decoration,"H. 2 7/8 in x Diam. 6 7/8 in, H. 7.3 cm x Diam. 17.5 cm",2,,https://searchcollection.asianart.org/objects/2515/bowl-with-the-eighteen-luohans?ctx=c81fb269c990c9e4ad61a917cb654f3c0b5f5afc&idx=1320,https://searchcollection.asianart.org/internal/media/dispatcher/17581/preview,,The Avery Brundage Collection,B60P1554,2026-06-03,1,,,陶瓷,彩瓷装饰,彩瓷装饰,,
5675,牡丹竹制笔架,Brush holder with peony and bamboo,1900-1950,28,Ceramics,Unglazed porcelain carved with shallow relief design,Unglazed porcelain carved with shallow relief design,"H. 6 1/8 in x Diam. 2 1/2 in, H. 15.6 cm x Diam. 6.3 cm",2,,https://searchcollection.asianart.org/objects/2518/brush-holder-with-peony-and-bamboo?ctx=c81fb269c990c9e4ad61a917cb654f3c0b5f5afc&idx=1321,https://searchcollection.asianart.org/internal/media/dispatcher/17656/preview,,The Avery Brundage Collection,B60P1621,2026-06-03,1,,,陶瓷,浅浮雕无釉瓷器,浅浮雕无釉瓷器,,
5676,鲶鱼,Catfish,1800s,27,Jade And Stones,Nephrite,Nephrite,"H. 1 in x W. 4 1/2 in x D. 3 3/4 in, H. 2.5 cm x W. 11.4 cm x D. 9.5 cm",2,,https://searchcollection.asianart.org/objects/2533/catfish?ctx=c81fb269c990c9e4ad61a917cb654f3c0b5f5afc&idx=1327,https://searchcollection.asianart.org/internal/media/dispatcher/14375/preview,,The Avery Brundage Collection,B60J385,2026-06-03,1,,,玉石与石头,软玉,软玉,,
5677,坐着的骆驼,Seated camel,1900-1950,28,Jade And Stones,Nephrite,Nephrite,"H. 3 in x W. 4 7/8 x D. 3 5/8 in, H. 7.6 cm x W. 12.4 cm x D. 9.2 cm",2,,https://searchcollection.asianart.org/objects/2534/seated-camel?ctx=c81fb269c990c9e4ad61a917cb654f3c0b5f5afc&idx=1328,https://searchcollection.asianart.org/internal/media/dispatcher/14380/preview,,The Avery Brundage Collection,B60J386,2026-06-03,1,,,玉石与石头,软玉,软玉,,
5678,灵芝蘑菇和鲜花容器,Vessel with lingzhi mushrooms and flowers,1900-1950,28,Jade And Stones,Nephrite,Nephrite,"H. 2 1/4 in x W. 7 1/2 in x D. 5 3/8 in, H. 5.7 cm x W. 19.0 cm x D. 13.7 cm",2,,https://searchcollection.asianart.org/objects/2545/vessel-with-lingzhi-mushrooms-and-flowers?ctx=c81fb269c990c9e4ad61a917cb654f3c0b5f5afc&idx=1330,https://searchcollection.asianart.org/internal/media/dispatcher/14445/preview,,The Avery Brundage Collection,B60J410,2026-06-03,1,,,玉石与石头,软玉,软玉,,
5679,古代青铜制容器，带兽形手柄,Vessel in an ancient bronze form with beast-shaped handles,1900-1950,28,Jade And Stones,Nephrite,Nephrite,"H. 3 1/8 in x Diam. 8 in, H. 7.9 cm x Diam. 20.3 cm",2,,https://searchcollection.asianart.org/objects/2547/vessel-in-an-ancient-bronze-form-with-beastshaped-handles?ctx=c81fb269c990c9e4ad61a917cb654f3c0b5f5afc&idx=1331,https://searchcollection.asianart.org/internal/media/dispatcher/14449/preview,,The Avery Brundage Collection,B60J414,2026-06-03,1,,,玉石与石头,软玉,软玉,,
5680,龙柄六角形碗,Hexagonal bowl with dragon handles,1900-1950,28,Jade And Stones,Nephrite,Nephrite,"H. 3 3/8 in x W. 7 1/4 in x D. 3 3/4 in, H. 8.6 cm x W. 18.4 cm x D. 9.5 cm",2,,https://searchcollection.asianart.org/objects/2548/hexagonal-bowl-with-dragon-handles?ctx=961027d1e90346e3f7a520eeaa1d6bc04f3abdc4&idx=1332,https://searchcollection.asianart.org/internal/media/dispatcher/14452/preview,,The Avery Brundage Collection,B60J417,2026-06-03,1,,,玉石与石头,软玉,软玉,,
5681,带有经典铭文的碗,Bowl with classical inscriptions,1644-1911,27,Jade And Stones,Nephrite,Nephrite,"H. 3 1/4 x Diam. 6 1/4 in, H. 8.3 cm x Diam. 15.9 cm",2,,https://searchcollection.asianart.org/objects/2549/bowl-with-classical-inscriptions?ctx=961027d1e90346e3f7a520eeaa1d6bc04f3abdc4&idx=1333,https://searchcollection.asianart.org/internal/media/dispatcher/14455/preview,,The Avery Brundage Collection,B60J420,2026-06-03,1,,,玉石与石头,软玉,软玉,,
5682,船舶（志）,Vessel (zhi),1700-1800,27,Jade And Stones,Nephrite,Nephrite,"H. 5 1/4 in x W. 2 3/4 in x D. 2 1/8 in, H. 13.3 cm x W. 7 cm x D. 5.4 cm",2,,https://searchcollection.asianart.org/objects/2554/vessel-zhi?ctx=961027d1e90346e3f7a520eeaa1d6bc04f3abdc4&idx=1334,https://searchcollection.asianart.org/internal/media/dispatcher/14494/preview,,The Avery Brundage Collection,B60J449,2026-06-03,1,,,玉石与石头,软玉,软玉,,
5683,开放式花朵香炉,Incense burner with openwork flowers,1900-1950,28,Jade And Stones,Nephrite,Nephrite,"H. 6  3/4 in x W. 6 in x D. 5 in, H. 17.1 cm x W. 15.2 cm x D. 12.7 cm",2,,https://searchcollection.asianart.org/objects/2556/incense-burner-with-openwork-flowers?ctx=961027d1e90346e3f7a520eeaa1d6bc04f3abdc4&idx=1335,https://searchcollection.asianart.org/internal/media/dispatcher/14518/preview,,The Avery Brundage Collection,B60J458.a-.b,2026-06-03,1,,,玉石与石头,软玉,软玉,,
5684,山上采集菌类的神仙,Immortals collecting fungus in the mountain,1700s,27,Jade And Stones,Lapis lazuli,Lapis lazuli,"H. 6 5/8 in x W. 4 1/2 in x D. 2 in, H. 16.8 x W. 11.4 cm x D. 5.1 cm",2,,https://searchcollection.asianart.org/objects/2558/immortals-collecting-fungus-in-the-mountain?ctx=961027d1e90346e3f7a520eeaa1d6bc04f3abdc4&idx=1336,https://searchcollection.asianart.org/internal/media/dispatcher/14521/preview,,The Avery Brundage Collection,B60J461,2026-06-03,1,,,玉石与石头,青金石,青金石,,
5685,带有两个方形把手的杯子,Cup with two square handles,1644-1911,27,Jade And Stones,Nephrite,Nephrite,"H. 3 1/4 in x W. 7 3/4 in x D. 4 5/8 in, H. 8.3 cm x W. 19.7 cm x D. 11.7 cm",2,,https://searchcollection.asianart.org/objects/2563/cup-with-two-square-handles?ctx=961027d1e90346e3f7a520eeaa1d6bc04f3abdc4&idx=1338,https://searchcollection.asianart.org/internal/media/dispatcher/14574/preview,,The Avery Brundage Collection,B60J481,2026-06-03,1,,,玉石与石头,软玉,软玉,,
5686,麒麟带来玉书,Qilin bringing the jade book,1800s,27,Jade And Stones,Nephrite,Nephrite,"H. 3 1/2 in x W. 5 in x D. 2 1/2 in, H. 8.9 cm x W. 12.7 cm x D. 6.4 cm",2,,https://searchcollection.asianart.org/objects/2579/qilin-bringing-the-jade-book?ctx=961027d1e90346e3f7a520eeaa1d6bc04f3abdc4&idx=1340,https://searchcollection.asianart.org/internal/media/dispatcher/20606/preview,,The Avery Brundage Collection,B62J11,2026-06-03,1,,,玉石与石头,软玉,软玉,,
5687,龙头皮带钩,Belt hook with a dragon head,1850-1940,27,Jade And Stones,Nephrite,Nephrite,L. 2 1/8 in,2,,https://searchcollection.asianart.org/objects/2584/belt-hook-with-a-dragon-head?ctx=961027d1e90346e3f7a520eeaa1d6bc04f3abdc4&idx=1341,https://searchcollection.asianart.org/internal/media/dispatcher/20663/preview,,The Avery Brundage Collection,B62J35,2026-06-03,1,,,玉石与石头,软玉,软玉,,
5688,带有甜瓜卷轴的圆形盘子,Round plate with melon scrolls,1300 - 1400,25,Decorative Arts,Carved red lacquer,Carved red lacquer,Overall: H. 7/8 in × W. 6 5/8 in × D. 6 13/16 in (2.2 cm × 16.8 cm × 17.3 cm) Mount: 1 in × 6 in (2.5 cm × 15.2 cm),2,,https://searchcollection.asianart.org/objects/2588/round-plate-with-melon-scrolls?ctx=961027d1e90346e3f7a520eeaa1d6bc04f3abdc4&idx=1342,https://searchcollection.asianart.org/internal/media/dispatcher/73892/preview,,Gift of Marjorie Bissinger,1992.6,2026-06-03,1,,,装饰艺术,剔红,剔红,,
5689,带有绘画故事场景的矩形盒子,Rectangular box with a painted story scene,1600-1700,27,Decorative Arts,"Wood, bamboo, rattan, and lacquer","Wood, bamboo, rattan, and lacquer","H. 4 3/4 in x W. 13 1/2 in x L. 19 in, H. 12.1 cm x W. 34.3 cm x L. 48.3 cm",2,,https://searchcollection.asianart.org/objects/2590/rectangular-box-with-a-painted-story-scene?ctx=961027d1e90346e3f7a520eeaa1d6bc04f3abdc4&idx=1343,https://searchcollection.asianart.org/internal/media/dispatcher/73617/preview,,The Avery Brundage Collection,B60M427,2026-06-03,1,,,装饰艺术,木材、竹子、藤条和漆器,木材、竹子、藤条和漆器,,
5690,在风景中用数字覆盖的母羊,Covered ewer with figures in a landscape,1700 - 1800,27,Metal Arts,Black lacquer with mother-of-pearl inlay and metal core,Black lacquer with mother-of-pearl inlay and metal core,Overall: H. 12 in × W. 8 15/16 in × D. 3 11/16 in (30.5 cm × 22.7 cm × 9.4 cm) Mount: 3 in × 2 1/2 in × 1/2 in (7.6 cm × 6.4 cm × 1.3 cm),2,,https://searchcollection.asianart.org/objects/2593/covered-ewer-with-figures-in-a-landscape?ctx=e8a64fcdf4fc3bf33361f6fefb3cdf195eff41ce&idx=1345,https://searchcollection.asianart.org/internal/media/dispatcher/73179/preview,,The Avery Brundage Collection,B62M11,2026-06-03,1,,,金属艺术,黑漆，镶嵌珍珠母和金属芯,黑漆，镶嵌珍珠母和金属芯,,
5691,风景中人物场景的盒子,Box with scenes of figures in landscape,1600 - 1700,26,Decorative Arts,"Black lacquer with bone inlay, lined with yellow silk, and metal lock and lock plate","Black lacquer with bone inlay, lined with yellow silk, and metal lock and lock plate","H. 4 7/8 in x W. 30 3/8 in x D. 7 3/4 in, H. 12.4 cm x W. 77.2 cm x D. 19.7 cm",2,,https://searchcollection.asianart.org/objects/2594/box-with-scenes-of-figures-in-landscape?ctx=e8a64fcdf4fc3bf33361f6fefb3cdf195eff41ce&idx=1346,https://searchcollection.asianart.org/internal/media/dispatcher/71128/preview,,The Avery Brundage Collection,B63M2+.a-.b,2026-06-03,1,,,装饰艺术,黑色漆面，带骨镶嵌，内衬黄色丝绸，金属锁和锁板,黑色漆面，带骨镶嵌，内衬黄色丝绸，金属锁和锁板,,
5692,带漆柄的漆刷,Paint brush with lacquer stem,1600 - 1800,27,Decorative Arts,Black lacquer handle with mother-of-pearl inlay,Black lacquer handle with mother-of-pearl inlay,Overall: H. 1/2 in × W. 9 7/8 in × D. 1/2 in (1.3 cm × 25.1 cm × 1.3 cm),2,,https://searchcollection.asianart.org/objects/2597/paint-brush-with-lacquer-stem?ctx=e8a64fcdf4fc3bf33361f6fefb3cdf195eff41ce&idx=1348,https://searchcollection.asianart.org/internal/media/dispatcher/73148/preview,,The Avery Brundage Collection,B76M11,2026-06-03,1,,,装饰艺术,黑漆手柄，镶嵌珍珠母,黑漆手柄，镶嵌珍珠母,,
5693,带盖的方形盒子,Square box with cover,1573 - 1619,26,Decorative Arts,Paint on lacquered wood with rattan,Paint on lacquered wood with rattan,Overall: H. 2 1/2 in × W. 5 3/4 in × D. 5 3/4 in (6.4 cm × 14.6 cm × 14.6 cm),2,,https://searchcollection.asianart.org/objects/2599/square-box-with-cover?ctx=e8a64fcdf4fc3bf33361f6fefb3cdf195eff41ce&idx=1350,https://searchcollection.asianart.org/internal/media/dispatcher/75505/preview,,Gift of M. Jean Pierre Dubosc,B77M27,2026-06-03,1,,,装饰艺术,用藤条在漆木上作画,用藤条在漆木上作画,,
5694,带有花朵图案的八瓣托盘,Eight-lobed tray with flower patterns,1200 - 1300,25,Decorative Arts,Carved black lacquer,Carved black lacquer,Overall: H. 1 in × W. 8 5/8 in × D. 8 5/8 in (2.5 cm × 21.9 cm × 21.9 cm) Mount: 7 1/2 in × 6 1/2 in × 2 in (19.1 cm × 16.5 cm × 5.1 cm),2,,https://searchcollection.asianart.org/objects/2603/eightlobed-tray-with-flower-patterns?ctx=e8a64fcdf4fc3bf33361f6fefb3cdf195eff41ce&idx=1353,https://searchcollection.asianart.org/internal/media/dispatcher/74450/preview,,Museum purchase,B83M9,2026-06-03,1,,,装饰艺术,雕刻黑漆,雕刻黑漆,,
5695,花瓶,Vase,1644 - 1911,27,Decorative Arts,Porcelain with black lacquer and mother-of-pearl inlay,Porcelain with black lacquer and mother-of-pearl inlay,Overall: H 9 5/8 in × W 4 1/8 in × D 4 1/8 in (24.4 cm × 10.5 cm × 10.5 cm) Mount: 9 1/2 in × 1 1/2 in × 2 in (24.1 cm × 3.8 cm × 5.1 cm),2,,https://searchcollection.asianart.org/objects/2611/vase?ctx=a4aedaf0b59cc73fc640e5340741615f0c6a49ef&idx=1360,https://searchcollection.asianart.org/internal/media/dispatcher/73241/preview,,The Avery Brundage Collection,B76P22,2026-06-03,1,,,装饰艺术,黑漆镶嵌珍珠母瓷,黑漆镶嵌珍珠母瓷,,
5696,椭圆形墨水棒,Oval inkstick,1644-1911,27,Decorative Arts,Composite material with lacquer and gold,Composite material with lacquer and gold,"H. 6 3/8 in x W. 2 1/4 in, H. 16.2 cm x W. 5.7 cm",2,,https://searchcollection.asianart.org/objects/2617/oval-inkstick?ctx=a4aedaf0b59cc73fc640e5340741615f0c6a49ef&idx=1362,https://searchcollection.asianart.org/internal/media/dispatcher/22960/preview,,The Avery Brundage Collection,B67M4,2026-06-03,1,,,装饰艺术,漆金复合材料,漆金复合材料,,
5697,香炉,Incense burner,206 BCE-9 CE,9,Ceramics,Earthenware,Earthenware,"H. 12 1/2 in x Diam. 8 3/4 in, H. 31.7 cm x Diam. 22.2 cm",2,,https://searchcollection.asianart.org/objects/2625/incense-burner?ctx=1b17a0bd0db6bc5e694e5108eeb35e7b49cdecbe&idx=1369,https://searchcollection.asianart.org/internal/media/dispatcher/16864/preview,,The Avery Brundage Collection,B60P438,2026-06-03,1,,,陶瓷,陶器,陶器,,
5698,粮仓模型,Model of a granary,206 BCE-9 CE,9,Ceramics,Earthenware,Earthenware,"H. 10 1/4 in x Diam. 4 1/8 in, H. 26.0 cm x Diam. 10.5 cm",2,,https://searchcollection.asianart.org/objects/2629/model-of-a-granary?ctx=1b17a0bd0db6bc5e694e5108eeb35e7b49cdecbe&idx=1372,https://searchcollection.asianart.org/internal/media/dispatcher/16974/preview,,The Avery Brundage Collection,B60P530,2026-06-03,1,,,陶瓷,陶器,陶器,,
5699,牛,Ox,581-618,17,Ceramics,Earthenware with painted decoration,Earthenware with painted decoration,"H. 7 in x W. 11 in x D. 4 in, H. 17.8 cm x W. 27.9 cm x D. 10.2 cm",2,,https://searchcollection.asianart.org/objects/2644/ox?ctx=730174d3537d8548bf07825816c8938e597b1cdf&idx=1385,https://searchcollection.asianart.org/internal/media/dispatcher/17164/preview,,The Avery Brundage Collection,B60P1216,2026-06-03,1,,,陶瓷,彩绘装饰的陶器,彩绘装饰的陶器,,
5700,小碗,Small bowl,1127-1279,21,Ceramics,"High-fired ceramic with grayish celadon glaze, beige crackles","High-fired ceramic with grayish celadon glaze, beige crackles","H. 2 1/4 in x Diam. 3 1/4 in, H. 5.7 cm x Diam. 8.3 cm",2,,https://searchcollection.asianart.org/objects/2651/small-bowl?ctx=730174d3537d8548bf07825816c8938e597b1cdf&idx=1389,https://searchcollection.asianart.org/internal/media/dispatcher/17806/preview,,The Avery Brundage Collection,B60P1738,2026-06-03,1,,,陶瓷,高火陶瓷，灰绿色釉料，米色裂纹,高火陶瓷，灰绿色釉料，米色裂纹,,
5701,贝尔,Bell,475-221 BCE,4,Ceramics,Stoneware with glaze,Stoneware with glaze,"H. 13 7/8 in x Diam. 7 1/4 in, H. 35.2 cm x Diam. 18.4 cm",2,,https://searchcollection.asianart.org/objects/2661/bell?ctx=8101ddc4984bd466059241b6f6f0ad426d2ea96b&idx=1397,https://searchcollection.asianart.org/internal/media/dispatcher/17936/preview,,The Avery Brundage Collection,B60P1823,2026-06-03,1,,,陶瓷,釉面石器,釉面石器,,
5702,带盖花瓶（hu）,Lidded vase (hu),206 BCE-9 CE,9,Ceramics,Stoneware,Stoneware,"H. 23 in x Diam. 16 in, H. 58.4 cm x Diam. 40.6 cm",2,,https://searchcollection.asianart.org/objects/2685/lidded-vase-hu?ctx=f0349c423d11957be412bb0de68c8d5d390a3ebe&idx=1419,https://searchcollection.asianart.org/internal/media/dispatcher/19007/preview,,The Avery Brundage Collection,B60P2391,2026-06-03,1,,,陶瓷,炻器,炻器,,
5703,带有两个环形手柄的罐子,Jar with two loop handles,221-265,10,Ceramics,Earthenware,Earthenware,"H. 8 1/2 in x Diam. 8 1/2 in, H. 21.6 cm x Diam. 21.6 cm",2,,https://searchcollection.asianart.org/objects/2706/jar-with-two-loop-handles?ctx=04c4b3fd27a9d2f3411631f8a848e7c9e00c23c5&idx=1436,https://searchcollection.asianart.org/internal/media/dispatcher/16621/preview,,The Avery Brundage Collection,B60P230,2026-06-03,1,,,陶瓷,陶器,陶器,,
5704,磨坊,Mill,206 BCE-9 CE,9,Ceramics,Earthenware,Earthenware,"H. 6 1/2 in x W. 9 1/4 in x D. 9 1/4 in, H. 16.5 cm x W. 23.5 cm x D. 23.5 cm",2,,https://searchcollection.asianart.org/objects/2709/mill?ctx=04c4b3fd27a9d2f3411631f8a848e7c9e00c23c5&idx=1438,https://searchcollection.asianart.org/internal/media/dispatcher/16630/preview,,The Avery Brundage Collection,B60P237,2026-06-03,1,,,陶瓷,陶器,陶器,,
5705,枪兵,Lancer,265-317,24,Ceramics,Earthenware with painted decoration,Earthenware with painted decoration,"H. 16 in x W. 6 5/8 in x D. 4 1/4 in, H. 40.6 cm x W. 16.8 cm x D. 10.8 cm",2,,https://searchcollection.asianart.org/objects/2717/lancer?ctx=847fc885df412f5e6758c377523def36a1b42438&idx=1445,https://searchcollection.asianart.org/internal/media/dispatcher/74073/preview,,The Avery Brundage Collection,B60P302,2026-06-03,1,,,陶瓷,彩绘装饰的陶器,彩绘装饰的陶器,,
5706,男性形象,Male figure,221-317,10,Sculpture,Earthenware with painted decoration,Earthenware with painted decoration,"H. 12 5/8 in x W. 5 5/8 in x D. 6 in, H. 32.1 cm x W. 14.3 cm x D. 15.2 cm",2,,https://searchcollection.asianart.org/objects/2721/male-figure?ctx=847fc885df412f5e6758c377523def36a1b42438&idx=1448,https://searchcollection.asianart.org/internal/media/dispatcher/16738/preview,,The Avery Brundage Collection,B60P325,2026-06-03,1,,,雕塑,彩绘装饰的陶器,彩绘装饰的陶器,,
5707,碟子,Saucer,1644-1661,27,Ceramics,Porcelain with overglaze enamel decoration,Porcelain with overglaze enamel decoration,H. 1 1/2 in x Diam. 5 1/2 in,2,,https://searchcollection.asianart.org/objects/2732/saucer?ctx=7dd8109ee557055cf65470b0a31d570ba7ec9d72&idx=1458,https://searchcollection.asianart.org/internal/media/dispatcher/17360/preview,,The Avery Brundage Collection,B60P1375,2026-06-03,1,,,陶瓷,釉上瓷釉装饰瓷器,釉上瓷釉装饰瓷器,,
5708,三只羊预示着繁荣,Three sheep heralding prosperity,1900-1950,28,Jade And Stones,Nephrite,Nephrite,"H. 1 3/4 in x W. 2 1/2 in x D. 1 3/4 in, H. 4.4 cm x W. 6.3 cm x D. 4.4 cm",2,,https://searchcollection.asianart.org/objects/2772/three-sheep-heralding-prosperity?ctx=fb8abc8a81f780aaedea86687c7993bad8ce17a8&idx=1484,https://searchcollection.asianart.org/internal/media/dispatcher/14335/preview,,The Avery Brundage Collection,B60J365,2026-06-03,1,,,玉石与石头,软玉,软玉,,
5709,龙头皮带钩,Belt hook with a dragon head,1900-1950,28,Jade And Stones,Nephrite,Nephrite,"H. 1 in x W. 4 5/8 in x D. 7/8 in, H. 2.5 cm x W. 11.7 cm x D. 2.2 cm",2,,https://searchcollection.asianart.org/objects/2779/belt-hook-with-a-dragon-head?ctx=fb8abc8a81f780aaedea86687c7993bad8ce17a8&idx=1485,https://searchcollection.asianart.org/internal/media/dispatcher/15176/preview,,The Avery Brundage Collection,B60J852,2026-06-03,1,,,玉石与石头,软玉,软玉,,
5710,龙头皮带钩,Belt hook with a dragon head,1900-1950,28,Jade And Stones,Nephrite,Nephrite,"H. 1 1/4 in x W. 4 5/8 in x D. 3/4 in, H. 3.2 cm x W. 11.8 cm x D. 1.9 cm",2,,https://searchcollection.asianart.org/objects/2780/belt-hook-with-a-dragon-head?ctx=fb8abc8a81f780aaedea86687c7993bad8ce17a8&idx=1486,https://searchcollection.asianart.org/internal/media/dispatcher/15172/preview,,The Avery Brundage Collection,B60J851,2026-06-03,1,,,玉石与石头,软玉,软玉,,
5711,富士山形状的菜肴,Dish in the form of Mount Fuji,1368-1627,26,Ceramics,Porcelain,Porcelain,"H. 2 1/2 in x W. 11 in x D. 9 3/4 in, H. 6.3 cm x W. 27.9 cm x D. 24. 8 cm",2,,https://searchcollection.asianart.org/objects/2824/dish-in-the-form-of-mount-fuji?ctx=fbc7090495c65ea7bec8a1a4117732a75d427d19&idx=1500,https://searchcollection.asianart.org/internal/media/dispatcher/23877/preview,,Gift of Roy Leventritt,B69P98L,2026-06-03,1,,,陶瓷,瓷器,瓷器,,
5712,采摘梅花的菜肴,Dish with a scene of picking plum blossoms,1662-1722,27,Ceramics,Porcelain with underglaze blue decoration,Porcelain with underglaze blue decoration,Diam. 5 1/2 in,2,,https://searchcollection.asianart.org/objects/2854/dish-with-a-scene-of-picking-plum-blossoms?ctx=18c1f6e662554e280af3660003bc0afa96c9795f&idx=1526,https://searchcollection.asianart.org/internal/media/dispatcher/23959/preview,,Gift of Roy Leventritt,B69P127L.2,2026-06-03,1,,,陶瓷,釉下蓝色装饰瓷器,釉下蓝色装饰瓷器,,
5713,带有狩猎场景的菜肴,Dish with a hunting scene,1662-1722,27,Ceramics,Porcelain with underglaze blue decoration,Porcelain with underglaze blue decoration,Diam. 6 1/4 in,2,,https://searchcollection.asianart.org/objects/2866/dish-with-a-hunting-scene?ctx=bb3477c01e2a60706e4668ea26a173100649b5d6&idx=1536,https://searchcollection.asianart.org/internal/media/dispatcher/24001/preview,,Gift of Roy Leventritt,B69P137L,2026-06-03,1,,,陶瓷,釉下蓝色装饰瓷器,釉下蓝色装饰瓷器,,
5714,礼仪酒器（hu）,Ritual wine vessel (hu),550-480 BCE,4,Metal Arts,Bronze,Bronze,H. 13 1/4 in x W. 7 in,2,,https://searchcollection.asianart.org/objects/2878/ritual-wine-vessel-hu?ctx=bb3477c01e2a60706e4668ea26a173100649b5d6&idx=1547,https://searchcollection.asianart.org/internal/media/dispatcher/11646/preview,,The Avery Brundage Collection,B60B125,2026-06-03,1,,,金属艺术,青铜,青铜,,
