object_id,title_zh,title_en,material,type,image_url,museum_id,dynasty_id,dynasty_name
1387,经文封面,Sutra Cover,缎面搭配金条、植物和珍宝,纺织品,"https://iiif.micr.io/ajrUH/full/^300,/0/default.jpg",3,26,明朝
1388,经文封面,Sutra Cover,缎面搭配额外的金条和珍宝,纺织品,"https://iiif.micr.io/UOMtg/full/^300,/0/default.jpg",3,26,明朝
1389,经文封面,Sutra Cover,平纹，辅以金色条纹和花卉卷轴,纺织品,"https://iiif.micr.io/tJvBb/full/^300,/0/default.jpg",3,26,明朝
1390,经文封面,Sutra Cover,复杂的云纱织锦龙纹奖章,纺织品,"https://iiif.micr.io/DkqUo/full/^300,/0/default.jpg",3,26,明朝
1391,经文封面,Sutra Cover,缎面辅以纬线、云朵和龙,纺织品,"https://iiif.micr.io/ZRMVL/full/^300,/0/default.jpg",3,26,明朝
1392,经文封面,Sutra Cover,缎带辅助纬线，小花,纺织品,"https://iiif.micr.io/WVkhj/full/^300,/0/default.jpg",3,26,明朝
1393,经文封面,Sutra Cover,波浪地上的龙纹平纹锦缎,纺织品,"https://iiif.micr.io/ESkjU/full/^300,/0/default.jpg",3,26,明朝
1394,经文封面,Sutra Cover,平纹配纬，云纹龙纹,纺织品,"https://iiif.micr.io/OVair/full/^300,/0/default.jpg",3,26,明朝
1395,经文封面,Sutra Cover,斜纹带辅助纬线，十字花饰上的小花卷轴,纺织品,"https://iiif.micr.io/AlTrQ/full/^300,/0/default.jpg",3,26,明朝
1396,经文封面,Sutra Cover,梅花波浪纹双织丝绸,纺织品,"https://iiif.micr.io/hCyao/full/^300,/0/default.jpg",3,26,明朝
1397,经文封面,Sutra Cover,龙云缎锦缎,纺织品,"https://iiif.micr.io/jAPuE/full/^300,/0/default.jpg",3,26,明朝
1398,经文封面,Sutra Cover,带有辅助纬纱的复合纱布，在纳粹党徽上覆盖灵芝菌,纺织品,"https://iiif.micr.io/rtfmd/full/^300,/0/default.jpg",3,26,明朝
1399,经文封面,Sutra Cover,缎面配以补充纬、云,纺织品,"https://iiif.micr.io/YxCcS/full/^300,/0/default.jpg",3,26,明朝
1400,经文封面,Sutra Cover,缎面配以银色条纹，云中龙纹奖章,纺织品,"https://iiif.micr.io/Dovsw/full/^300,/0/default.jpg",3,26,明朝
1401,经文封面,Sutra Cover,凤凰花平纹锦缎,纺织品,"https://iiif.micr.io/jgpMI/full/^300,/0/default.jpg",3,26,明朝
1402,经文封面,Sutra Cover,双色缎面牡丹卷轴,纺织品,"https://iiif.micr.io/ZCpYJ/full/^300,/0/default.jpg",3,26,明朝
1403,经文封面,Sutra Cover,缎面辅纬，龙芒（四爪龙），浪宝,纺织品,"https://iiif.micr.io/Eakfc/full/^300,/0/default.jpg",3,26,明朝
1404,经文封面,Sutra Cover,素色复合缎,纺织品,"https://iiif.micr.io/OURqF/full/^300,/0/default.jpg",3,26,明朝
1405,经文封面,Sutra Cover,双织丝绸，挂着一排排汉字灯笼,纺织品,"https://iiif.micr.io/sDMyX/full/^300,/0/default.jpg",3,26,明朝
1406,经文封面,Sutra Cover,复杂的纱布，辅以纬纱，神话动物麒麟，石头和云,纺织品,"https://iiif.micr.io/VgSmW/full/^300,/0/default.jpg",3,26,明朝
1407,经文封面,Sutra Cover,双色缎面，男孩手捧莲花,纺织品,"https://iiif.micr.io/ztYiB/full/^300,/0/default.jpg",3,26,明朝
1408,经文封面,Sutra Cover,平纹，辅以金条、灵芝奖章和纳粹党徽,纺织品,"https://iiif.micr.io/SIAfS/full/^300,/0/default.jpg",3,26,明朝
1409,经文封面,Sutra Cover,平纹，辅以金条、鹤纹和云纹,纺织品,"https://iiif.micr.io/vMCJq/full/^300,/0/default.jpg",3,26,明朝
1410,经文封面,Sutra Cover,素色编织，辅以银色条纹，龙在圆圈和云朵中,纺织品,"https://iiif.micr.io/cGQRA/full/^300,/0/default.jpg",3,26,明朝
1411,经文封面,Sutra Cover,带有莲花填充物的奖章灯笼,纺织品,"https://iiif.micr.io/GeuXe/full/^300,/0/default.jpg",3,26,明朝
1412,经文封面,Sutra Cover,带有莲花填充物的奖章灯笼,纺织品,"https://iiif.micr.io/IxAOB/full/^300,/0/default.jpg",3,26,明朝
1413,经文封面,Sutra Cover,缎面搭配辅助纬纱，海棠花,纺织品,"https://iiif.micr.io/WJSjg/full/^300,/0/default.jpg",3,26,明朝
1414,茶壶和盖子,Teapot and Cover,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/sfShb/full/^300,/0/default.jpg",3,27,清朝
1415,投手,Pitcher,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/kxnrQ/full/^300,/0/default.jpg",3,27,清朝
1416,糖碗和盖子,Sugar Bowl and Cover,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/SgvGZ/full/^300,/0/default.jpg",3,27,清朝
1417,经文封面,Sutra Cover,饰有金色条纹的斜纹，在万字格上饰有凤凰,纺织品,"https://iiif.micr.io/OlJXg/full/^300,/0/default.jpg",3,26,明朝
1418,盘子,Plate,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/VVHgJ/full/^300,/0/default.jpg",3,27,清朝
1419,盘子,Plate,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/MNhzn/full/^300,/0/default.jpg",3,27,清朝
1420,盘子,Plate,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/fdQTk/full/^300,/0/default.jpg",3,27,清朝
1421,盘子,Plate,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/VKPPG/full/^300,/0/default.jpg",3,27,清朝
1422,盘子,Plate,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/FkcTN/full/^300,/0/default.jpg",3,27,清朝
1423,盘子,Plate,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/tVQTu/full/^300,/0/default.jpg",3,27,清朝
1424,盘子,Plate,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/FjXlO/full/^300,/0/default.jpg",3,27,清朝
1425,杯子,Cup,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/FzBWN/full/^300,/0/default.jpg",3,27,清朝
1426,杯子,Cup,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/Powfn/full/^300,/0/default.jpg",3,27,清朝
1427,杯子,Cup,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/sVJBx/full/^300,/0/default.jpg",3,27,清朝
1428,杯子,Cup,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/fpEyB/full/^300,/0/default.jpg",3,27,清朝
1429,杯子,Cup,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/twDWa/full/^300,/0/default.jpg",3,27,清朝
1430,杯子,Cup,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/hbpyG/full/^300,/0/default.jpg",3,27,清朝
1431,碟子,Saucer,釉上棕褐色、珐琅和镀金装饰的硬质瓷,容器,"https://iiif.micr.io/qdiYf/full/^300,/0/default.jpg",3,27,清朝
1432,经文封面,Sutra Cover,龙云斜纹锦缎,纺织品,"https://iiif.micr.io/cbfzP/full/^300,/0/default.jpg",3,26,明朝
1433,碟子,Saucer,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/rdlul/full/^300,/0/default.jpg",3,27,清朝
1434,经文封面,Sutra Cover,缎面辅以纬纱、植物和珍宝,纺织品,"https://iiif.micr.io/DitNF/full/^300,/0/default.jpg",3,26,明朝
1435,碟子,Saucer,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/NRCyA/full/^300,/0/default.jpg",3,27,清朝
1436,碟子,Saucer,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/QHVTs/full/^300,/0/default.jpg",3,27,清朝
1437,碟子,Saucer,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/DEUqL/full/^300,/0/default.jpg",3,27,清朝
1438,碟子,Saucer,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/frOmz/full/^300,/0/default.jpg",3,27,清朝
1439,经文封面,Sutra Cover,缎面辅以纬线，莲花卷轴,纺织品,"https://iiif.micr.io/JCAyo/full/^300,/0/default.jpg",3,26,明朝
1440,经文封面,Sutra Cover,带有辅助纬纱的斜纹，纳粹徽章上的龙徽章,纺织品,"https://iiif.micr.io/AtOZj/full/^300,/0/default.jpg",3,26,明朝
1441,经文封面,Sutra Cover,竹、松、梅、灵芝双花丝,纺织品,"https://iiif.micr.io/vuboc/full/^300,/0/default.jpg",3,26,明朝
1442,经文封面,Sutra Cover,缎面配以补充纬、云,纺织品,"https://iiif.micr.io/HzDmH/full/^300,/0/default.jpg",3,26,明朝
1443,经文封面,Sutra Cover,缎面编织，辅以纬纱，编织地上有海马,纺织品,"https://iiif.micr.io/TdoiN/full/^300,/0/default.jpg",3,26,明朝
1444,经文封面,Sutra Cover,缎面编织，辅以纬纱，编织地上有海马,纺织品,"https://iiif.micr.io/TeSLJ/full/^300,/0/default.jpg",3,26,明朝
1445,经文封面,Sutra Cover,缎面编织，辅以金条、珍宝和植物,纺织品,"https://iiif.micr.io/mQkBq/full/^300,/0/default.jpg",3,26,明朝
1446,经文封面,Sutra Cover,缎面编织，辅以金条、云朵,纺织品,"https://iiif.micr.io/rGFck/full/^300,/0/default.jpg",3,26,明朝
1447,经文封面,Sutra Cover,素色编织，辅以金色条纹，万字格上的云朵,纺织品,"https://iiif.micr.io/bjgJr/full/^300,/0/default.jpg",3,26,明朝
1448,经文封面,Sutra Cover,缎面辅以纬、龙和云,纺织品,"https://iiif.micr.io/yZAQL/full/^300,/0/default.jpg",3,26,明朝
1449,经文封面,Sutra Cover,双色斜纹布，带花卉卷轴,纺织品,"https://iiif.micr.io/vaqwO/full/^300,/0/default.jpg",3,26,明朝
1450,经文封面,Sutra Cover,地上的云纹，饰有珍宝奖章,纺织品,"https://iiif.micr.io/Pfres/full/^300,/0/default.jpg",3,26,明朝
1451,经文封面,Sutra Cover,带有珍宝徽章的纱布锦缎,纺织品,"https://iiif.micr.io/MDvfN/full/^300,/0/default.jpg",3,26,明朝
1452,经文封面,Sutra Cover,缎面辅以纬纱、云朵和珍宝,纺织品,"https://iiif.micr.io/lLBdC/full/^300,/0/default.jpg",3,26,明朝
1453,经文封面,Sutra Cover,缎面搭配金条、莲花卷轴,纺织品,"https://iiif.micr.io/ehddv/full/^300,/0/default.jpg",3,26,明朝
1454,经文封面,Sutra Cover,平纹带辅助纬纱，莲花卷轴,纺织品,"https://iiif.micr.io/AWQgv/full/^300,/0/default.jpg",3,26,明朝
1455,经文封面（一对中的一个）,Sutra Cover (one of a pair),缎面辅以纬线，莲花卷轴,纺织品,"https://iiif.micr.io/HiZON/full/^300,/0/default.jpg",3,26,明朝
1456,经文封面（一对中的一个）,Sutra Cover (one of a pair),缎面辅以纬线，莲花卷轴,纺织品,"https://iiif.micr.io/qRKeo/full/^300,/0/default.jpg",3,26,明朝
1457,经文封面,Sutra Cover,缎面辅以纬线，莲花卷轴,纺织品,"https://iiif.micr.io/yWWve/full/^300,/0/default.jpg",3,26,明朝
1458,经文封面,Sutra Cover,缎面辅以纬线，莲花卷轴,纺织品,"https://iiif.micr.io/kXIcp/full/^300,/0/default.jpg",3,26,明朝
1459,经文封面,Sutra Cover,莲花卷缎锦缎,纺织品,"https://iiif.micr.io/WXYra/full/^300,/0/default.jpg",3,26,明朝
1460,经文封面,Sutra Cover,缎面辅以纬线，莲花卷轴,纺织品,"https://iiif.micr.io/cbRju/full/^300,/0/default.jpg",3,26,明朝
1461,经文封面,Sutra Cover,缎面辅以纬线，莲花卷轴,纺织品,"https://iiif.micr.io/wnvyo/full/^300,/0/default.jpg",3,26,明朝
1462,经文封面,Sutra Cover,带有辅助纬纱的复杂纱布，莲花卷,纺织品,"https://iiif.micr.io/GmlZH/full/^300,/0/default.jpg",3,26,明朝
1463,经文封面,Sutra Cover,莲花卷龙凤缎锦缎,纺织品,"https://iiif.micr.io/MNbcp/full/^300,/0/default.jpg",3,26,明朝
1464,经文封面,Sutra Cover,莲花卷缎锦缎,纺织品,"https://iiif.micr.io/BGhve/full/^300,/0/default.jpg",3,26,明朝
1465,经文封面,Sutra Cover,复合纱布，辅以金条、莲花卷轴,纺织品,"https://iiif.micr.io/jYWbw/full/^300,/0/default.jpg",3,26,明朝
1466,经文封面,Sutra Cover,双色斜纹莲花卷,纺织品,"https://iiif.micr.io/TXZiy/full/^300,/0/default.jpg",3,26,明朝
1467,经文封面,Sutra Cover,莲花卷缎锦缎,纺织品,"https://iiif.micr.io/qaKPW/full/^300,/0/default.jpg",3,26,明朝
1468,经文封面,Sutra Cover,平纹带辅助纬纱，莲花卷轴,纺织品,"https://iiif.micr.io/qifyN/full/^300,/0/default.jpg",3,26,明朝
1469,经文封面,Sutra Cover,缎面辅以纬线，莲花卷轴,纺织品,"https://iiif.micr.io/svnSU/full/^300,/0/default.jpg",3,26,明朝
1470,经文封面,Sutra Cover,缎面搭配辅助纬纱、石榴、桃子和柑橘,纺织品,"https://iiif.micr.io/WuwtI/full/^300,/0/default.jpg",3,26,明朝
1471,经文封面,Sutra Cover,缎面搭配辅助纬纱、云朵和龙形奖章,纺织品,"https://iiif.micr.io/xvfrC/full/^300,/0/default.jpg",3,26,明朝
1472,经文封面,Sutra Cover,复合纱布，配以金条、灵芝奖章和纳粹党徽,纺织品,"https://iiif.micr.io/FArOX/full/^300,/0/default.jpg",3,26,明朝
1473,经文封面,Sutra Cover,平纹带辅助纬纱，莲花卷轴,纺织品,"https://iiif.micr.io/bPjnw/full/^300,/0/default.jpg",3,26,明朝
1474,经文封面,Sutra Cover,复杂的纱布配以金条，男孩手里拿着莲花,纺织品,"https://iiif.micr.io/fXdKo/full/^300,/0/default.jpg",3,26,明朝
1475,经文封面,Sutra Cover,素色编织，辅以金色条纹，万字格上的莲花卷轴,纺织品,"https://iiif.micr.io/nkpEL/full/^300,/0/default.jpg",3,26,明朝
1476,经文封面,Sutra Cover,牡丹、荷花、凤凰双色缎,纺织品,"https://iiif.micr.io/efbGJ/full/^300,/0/default.jpg",3,26,明朝
1477,经文封面,Sutra Cover,复杂的纱布，辅以金条，云领形状的图案装饰着凤凰和云朵,纺织品,"https://iiif.micr.io/oNFxu/full/^300,/0/default.jpg",3,26,明朝
1478,经文封面,Sutra Cover,丝绸缎纹织物，带补充纬纱图案,纺织品,"https://iiif.micr.io/dYGQE/full/^300,/0/default.jpg",3,26,明朝
1479,经文封面,Sutra Cover,缎带辅纬、莲花卷、龙凤花卷,纺织品,"https://iiif.micr.io/tGSgI/full/^300,/0/default.jpg",3,26,明朝
1480,经文封面,Sutra Cover,缎带辅纬、莲花卷、龙凤花卷,纺织品,"https://iiif.micr.io/cWzKA/full/^300,/0/default.jpg",3,26,明朝
1481,经文封面,Sutra Cover,缎带辅纬、莲花卷、龙凤花卷,纺织品,"https://iiif.micr.io/iotmT/full/^300,/0/default.jpg",3,26,明朝
1482,经文封面,Sutra Cover,补纬缎、莲花卷、凤凰、莲花卷,纺织品,"https://iiif.micr.io/PvIvu/full/^300,/0/default.jpg",3,26,明朝
1483,经文封面,Sutra Cover,平纹，辅以纬纱、鱼、水草和八卦,纺织品,"https://iiif.micr.io/Gqylk/full/^300,/0/default.jpg",3,26,明朝
1484,经文封面,Sutra Cover,缎面辅以纬线、鱼、水草和八卦,纺织品,"https://iiif.micr.io/ugasv/full/^300,/0/default.jpg",3,26,明朝
1485,经文封面,Sutra Cover,绣有孔雀、牡丹和云彩的纱布,纺织品,"https://iiif.micr.io/YGJIo/full/^300,/0/default.jpg",3,26,明朝
1486,经文封面,Sutra Cover,绣牡丹凤凰,纺织品,"https://iiif.micr.io/SgoHr/full/^300,/0/default.jpg",3,26,明朝
1487,经文封面,Sutra Cover,云鹤素织锦缎,纺织品,"https://iiif.micr.io/TSaum/full/^300,/0/default.jpg",3,26,明朝
1488,经文封面,Sutra Cover,鱼缎、万字、寿、八宝,纺织品,"https://iiif.micr.io/uzdzI/full/^300,/0/default.jpg",3,26,明朝
1489,经文封面,Sutra Cover,几何地面上有花卉奖章的灯,纺织品,"https://iiif.micr.io/GVeyp/full/^300,/0/default.jpg",3,26,明朝
1490,经文封面,Sutra Cover,缎面搭配辅助纬纱，莲花,纺织品,"https://iiif.micr.io/zUXTN/full/^300,/0/default.jpg",3,26,明朝
1491,经文封面,Sutra Cover,彩色小方地上卷龙的平纹锦缎,纺织品,"https://iiif.micr.io/YgvVu/full/^300,/0/default.jpg",3,26,明朝
1492,经文封面,Sutra Cover,绣有龙追逐火红珍珠,纺织品,"https://iiif.micr.io/AWnFT/full/^300,/0/default.jpg",3,26,明朝
1493,经文封面,Sutra Cover,云鹤纱锦,纺织品,"https://iiif.micr.io/IuKXN/full/^300,/0/default.jpg",3,26,明朝
1494,经文封面,Sutra Cover,尿布地上绣有凤凰和波浪的一部分,纺织品,"https://iiif.micr.io/KYAkL/full/^300,/0/default.jpg",3,26,明朝
1495,经文封面,Sutra Cover,绣有龙和云的一部分,纺织品,"https://iiif.micr.io/DLjmb/full/^300,/0/default.jpg",3,26,明朝
1496,经文封面,Sutra Cover,绣有龙、波浪和山脉的一部分,纺织品,"https://iiif.micr.io/bAggs/full/^300,/0/default.jpg",3,26,明朝
1497,经文封面,Sutra Cover,绣有龙、波浪和山脉的一部分,纺织品,"https://iiif.micr.io/CNdrq/full/^300,/0/default.jpg",3,26,明朝
1498,经文封面,Sutra Cover,纱布锦缎，道士手捧瓶花,纺织品,"https://iiif.micr.io/zUuIn/full/^300,/0/default.jpg",3,26,明朝
1499,经文封面,Sutra Cover,缎锦，一种以孔雀和花朵装饰的云领形图案,纺织品,"https://iiif.micr.io/NKHMF/full/^300,/0/default.jpg",3,26,明朝
1500,经文封面,Sutra Cover,缎锦，一种以孔雀和花朵装饰的云领形图案,纺织品,"https://iiif.micr.io/BFujS/full/^300,/0/default.jpg",3,26,明朝
1501,佛经封面：全书,Sutra Covers: Complete Book,格子灯,纺织品,"https://iiif.micr.io/wIylm/full/^300,/0/default.jpg",3,26,明朝
1502,经文封面,Sutra Cover,带有花卉卷轴的灯笼,纺织品,"https://iiif.micr.io/tIlwL/full/^300,/0/default.jpg",3,26,明朝
1503,经文封面,Sutra Cover,绣有龙的一部分,纺织品,"https://iiif.micr.io/lQlNa/full/^300,/0/default.jpg",3,26,明朝
1504,佛经封面碎片,Sutra Cover Fragment,在纳粹党徽上插着花的灯笼,纺织品,"https://iiif.micr.io/TUUHh/full/^300,/0/default.jpg",3,26,明朝
1505,佛经封面碎片,Sutra Cover Fragment,缎面配以纬纱、卷轴和龙,纺织品,"https://iiif.micr.io/MdxBj/full/^300,/0/default.jpg",3,26,明朝
1506,佛经封面碎片,Sutra Cover Fragment,带辅助纬纱、龙和云的纱布,纺织品,"https://iiif.micr.io/xZIkF/full/^300,/0/default.jpg",3,26,明朝
1507,佛经封面碎片,Sutra Cover Fragment,牡丹锦缎与珍宝,纺织品,"https://iiif.micr.io/qEahI/full/^300,/0/default.jpg",3,26,明朝
1508,有盖瓮,Urn with Cover,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/WhxHb/full/^300,/0/default.jpg",3,27,清朝
1509,佛经封面碎片,Sutra Cover Fragment,斜纹带辅助纬纱，花卉卷轴,纺织品,"https://iiif.micr.io/scWtS/full/^300,/0/default.jpg",3,26,明朝
1510,佛经封面碎片,Sutra Cover Fragment,缎锦，一种以孔雀和花朵装饰的云领形图案,纺织品,"https://iiif.micr.io/vSOUH/full/^300,/0/default.jpg",3,26,明朝
1511,佛经封面碎片,Sutra Cover Fragment,菊花缎锦,纺织品,"https://iiif.micr.io/tgCES/full/^300,/0/default.jpg",3,26,明朝
1512,佛经封面碎片,Sutra Cover Fragment,菊花缎锦,纺织品,"https://iiif.micr.io/pnVkJ/full/^300,/0/default.jpg",3,26,明朝
1513,佛经封面碎片,Sutra Cover Fragment,菊花缎锦,纺织品,"https://iiif.micr.io/rTAOg/full/^300,/0/default.jpg",3,26,明朝
1514,佛经封面碎片,Sutra Cover Fragment,缎面辅以纬线、凤凰和花朵,纺织品,"https://iiif.micr.io/hoLnQ/full/^300,/0/default.jpg",3,26,明朝
1515,佛经封面碎片,Sutra Cover Fragment,云底缎锦八佛图案,纺织品,"https://iiif.micr.io/wuXjM/full/^300,/0/default.jpg",3,26,明朝
1516,佛经封面碎片,Sutra Cover Fragment,缎锦花卷,纺织品,"https://iiif.micr.io/LbCfK/full/^300,/0/default.jpg",3,26,明朝
1517,佛经封面碎片,Sutra Cover Fragment,缎纹锦缎，上面有一朵大海棠花和叶子的一部分,纺织品,"https://iiif.micr.io/UCvuv/full/^300,/0/default.jpg",3,26,明朝
1518,佛经封面碎片,Sutra Cover Fragment,梅花地斜方上莲花顶佛双织丝绸,纺织品,"https://iiif.micr.io/HOhbj/full/^300,/0/default.jpg",3,26,明朝
1519,佛经封面碎片,Sutra Cover Fragment,莲花卷缎锦缎,纺织品,"https://iiif.micr.io/tYyHr/full/^300,/0/default.jpg",3,26,明朝
1520,佛经封面碎片,Sutra Cover Fragment,缎面辅以纬线，莲花卷轴,纺织品,"https://iiif.micr.io/XvpXj/full/^300,/0/default.jpg",3,26,明朝
1521,佛经封面碎片,Sutra Cover Fragment,双色缎面莲花卷轴,纺织品,"https://iiif.micr.io/foJhW/full/^300,/0/default.jpg",3,26,明朝
1522,佛经封面碎片,Sutra Cover Fragment,缎面辅以纬线，莲花卷轴,纺织品,"https://iiif.micr.io/dIjOL/full/^300,/0/default.jpg",3,26,明朝
1523,经文封面,Sutra Cover,缎面辅以纬线，莲花卷轴,纺织品,"https://iiif.micr.io/PnbSN/full/^300,/0/default.jpg",3,26,明朝
1524,经文封面,Sutra Cover,缎带辅纬、莲花卷、龙凤,纺织品,"https://iiif.micr.io/JUONn/full/^300,/0/default.jpg",3,26,明朝
1525,经文封面,Sutra Cover,莲花卷平纹锦缎,纺织品,"https://iiif.micr.io/UziaM/full/^300,/0/default.jpg",3,26,明朝
1526,经文封面,Sutra Cover,带有辅助纬纱的复杂纱布，莲花卷,纺织品,"https://iiif.micr.io/hZzev/full/^300,/0/default.jpg",3,26,明朝
1527,景教碑文拓片,Rubbing from The Nestorian Tablet,拓本；纸上油墨,印刷品,"https://iiif.micr.io/wLDeO/full/^300,/0/default.jpg",3,18,唐朝
1528,洗手池,Wash Bowl,釉下蓝饰硬质瓷,容器,"https://iiif.micr.io/NTpau/full/^300,/0/default.jpg",3,27,清朝
1529,洗手池,Wash Bowl,带有珐琅装饰的硬质瓷,容器,"https://iiif.micr.io/DXwhb/full/^300,/0/default.jpg",3,27,清朝
1530,水瓶和盖子,Water Bottle and Lid,带有珐琅装饰的硬质瓷,容器,"https://iiif.micr.io/JnAHm/full/^300,/0/default.jpg",3,27,清朝
1531,汤盘,Soup Plate,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/xqyYg/full/^300,/0/default.jpg",3,27,清朝
1532,勺子,Spoon,釉面石器（北方黑陶，磁州型）,餐具/烹饪设备,"https://iiif.micr.io/csndq/full/^300,/0/default.jpg",3,24,金朝
1533,经文封面,Sutra Cover,莲花卷缎锦缎,纺织品,"https://iiif.micr.io/pBWWC/full/^300,/0/default.jpg",3,26,明朝
1534,经文封面,Sutra Cover,缎带辅纬、龙、宝、牡丹卷轴,纺织品,"https://iiif.micr.io/gxkil/full/^300,/0/default.jpg",3,26,明朝
1535,经文封面,Sutra Cover,鹤宝平纹锦缎,纺织品,"https://iiif.micr.io/bqWTO/full/^300,/0/default.jpg",3,26,明朝
1536,经文封面,Sutra Cover,鹤宝平纹锦缎,纺织品,"https://iiif.micr.io/AHfst/full/^300,/0/default.jpg",3,26,明朝
1537,经文封面,Sutra Cover,平纹，带辅助纬纱，连云,纺织品,"https://iiif.micr.io/AYDuD/full/^300,/0/default.jpg",3,26,明朝
1538,经文封面,Sutra Cover,缎面编织，辅以纬纱，编织地上有海马,纺织品,"https://iiif.micr.io/JsAku/full/^300,/0/default.jpg",3,26,明朝
1539,经文封面,Sutra Cover,复合纱，带辅助纬纱，连云,纺织品,"https://iiif.micr.io/QYvYo/full/^300,/0/default.jpg",3,26,明朝
1540,经文封面,Sutra Cover,复合纱，带辅助纬纱，连云,纺织品,"https://iiif.micr.io/pLQNf/full/^300,/0/default.jpg",3,26,明朝
1541,经文封面,Sutra Cover,缎带辅助纬纱，连云,纺织品,"https://iiif.micr.io/glmTw/full/^300,/0/default.jpg",3,26,明朝
1542,经文封面,Sutra Cover,地上的Lozenge图案，用竹子、松树和梅花编织而成,纺织品,"https://iiif.micr.io/BqhTI/full/^300,/0/default.jpg",3,26,明朝
1543,经文封面,Sutra Cover,有龙图案的平纹锦缎,纺织品,"https://iiif.micr.io/lcVfP/full/^300,/0/default.jpg",3,26,明朝
1544,经文封面,Sutra Cover,带有龙、云和波浪的平纹锦缎,纺织品,"https://iiif.micr.io/fjqWb/full/^300,/0/default.jpg",3,26,明朝
1545,雕刻石碑上的拓片,Rubbing from a Carved Stele,拓本；布上的纸上油墨,印刷品,"https://iiif.micr.io/znYmR/full/^300,/0/default.jpg",3,13,北朝
1546,碑刻佛像,Buddha Images on a Carved Stele,拓本；纸上的墨水，挂在布上作为卷轴,印刷品,"https://iiif.micr.io/mDeqf/full/^300,/0/default.jpg",3,13,北朝
1547,拓印纪念碑顶部,Rubbing of the Top of a Commemorative Stele,拓本；布上的纸上油墨,印刷品,"https://iiif.micr.io/IDSkq/full/^300,/0/default.jpg",3,18,唐朝
1548,菩提达摩,Bodhidharma,拓本；纸上油墨,印刷品,"https://iiif.micr.io/pfWYl/full/^300,/0/default.jpg",3,26,明朝
1549,铭文,Inscription,拓本；布上的纸上油墨,印刷品,"https://iiif.micr.io/iFFhT/full/^300,/0/default.jpg",3,9,东汉
1550,经文封面,Sutra Cover,用龙、云和石头编织的平纹锦缎,纺织品,"https://iiif.micr.io/dbetL/full/^300,/0/default.jpg",3,26,明朝
1551,鸟笼种子杯,Seed Cup for Birdcage,釉面石器（龙泉瓷）,容器,"https://iiif.micr.io/TJctK/full/^300,/0/default.jpg",3,21,宋朝
1552,蔬菜菜肴的衬垫,Liner for a Vegetable Dish,釉下、珐琅和镀金装饰的硬质瓷,容器,"https://iiif.micr.io/tfgEo/full/^300,/0/default.jpg",3,27,清朝
1553,书籍封面,Book Cover,丝绸和金属包裹的线缝挂毯编织（kesi）,纺织品,"https://iiif.micr.io/JJJCs/full/^300,/0/default.jpg",3,26,明朝
1554,机织纺织品,Woven Textile,丝绸和金属狭缝挂毯编织（kesi），带有刺绣,纺织品,"https://iiif.micr.io/xoAsf/full/^300,/0/default.jpg",3,26,明朝
1555,机织纺织品,Woven Textile,丝绸和金属狭缝挂毯编织（kesi）,纺织品,"https://iiif.micr.io/lfvzW/full/^300,/0/default.jpg",3,26,明朝
1556,杯子,Cup,玻璃瓷,容器,"https://iiif.micr.io/GKZuD/full/^300,/0/default.jpg",3,27,清朝
1557,杯子,Cup,玻璃瓷,容器,"https://iiif.micr.io/PTzhV/full/^300,/0/default.jpg",3,27,清朝
1558,杯子,Cup,玻璃瓷,容器,"https://iiif.micr.io/DaWgf/full/^300,/0/default.jpg",3,27,清朝
1559,无把手杯子,Cup without Handle,搪瓷镀金硬瓷,容器,"https://iiif.micr.io/PcixA/full/^300,/0/default.jpg",3,27,清朝
1560,八角形板,Octagonal Plate,带有珐琅装饰的硬质瓷,容器,"https://iiif.micr.io/TTSyN/full/^300,/0/default.jpg",3,27,清朝
1561,八角形板,Octagonal Plate,带有珐琅装饰的硬质瓷,容器,"https://iiif.micr.io/HHwFH/full/^300,/0/default.jpg",3,27,清朝
1562,手镯,Bracelet,玉、银,珠宝,"https://iiif.micr.io/XUHUY/full/^300,/0/default.jpg",3,27,清朝
1563,手镯,Bracelet,玉、银,珠宝,"https://iiif.micr.io/mCOBK/full/^300,/0/default.jpg",3,27,清朝
